language,benchmark,size,time_ms
Rust,Sequential,100,0.0014318469302712932
Rust,Sequential,1000,0.013597049310415157
Rust,Sequential,10000,0.13411094394318107
Rust,Parallel,100,0.01969571037289044
Rust,Parallel,1000,0.04365917362440737
Rust,Parallel,10000,0.08004485507725301
